product_id,product_title,rating,summary,review,location,date,upvotes,downvotes
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Wonderful,Best in bass build quality poor,Akbarpur,27 days ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Best in the market!,Good hai,Kadodara,27 days ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Utterly Disappointed,Very small size,Jolarpet,27 days ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Awesome,Very good product,Purba Medinipur District,27 days ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Awesome,Good product,New Delhi,27 days ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Highly recommended,"It's a good product, very useful Amazing",Vadodara,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Simply awesome,Battery backup okay,Coimbatore,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Nice,Ear phone Magnet power will less,Mulugu District,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Terrific,"Fabulous product, Thanks Aroma and Flipkart.In this price Range.",Gauchar,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,2,Bad quality,Waste product,Kurnool District,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Good choice,One'of the best,Visakhapatnam,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Useless product,Left side speaker is not working. Don't buy this earphones worst quality.,Navi Mumbai,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Super!,Best,Faridabad,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Worst experience ever!,Medium,Jamshedpur,4 months ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Must buy!,Good ...super,Anantapur,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Awesome,excellent,Pune,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Decent product,Goof,Thiruvananthapuram,4 months ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Just okay,Charging time so long 6 hour full charging,Maldah District,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Wonderful,Excellent battery back up... Good sound.... Quick charge,Ernakulam,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Fair,Velu for money,Samastipur,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Did not meet expectations,Came out of ear. Not recommended,Bhandara,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Perfect product!,Good 😊😊,Lucknow,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Terrific purchase,Super Aroma meri pasand aroma buluthooth,New Delhi,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Must buy!,Good product go for it 😊,Jharia Khas,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Fabulous!,Nice 👍,Basti District,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Awesome,Super,Thrissur,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Wonderful,Good in this price,Jalandhar,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Terrific purchase,Best product,Kulgam,4 months ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Delightful,Very nice sound quality awesome,Gossaigaon,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Awesome,He is a good quality and best music sound,Meru,4 months ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Worth every penny,Good product,Katihar District,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Absolute rubbish!,Ok but ..wire is worst quality..,Arakonam,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Must buy!,Very nice 👌,Pune,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Worth every penny,Very nice,Kumarghat,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,2,Moderate,Very bad,Digha Purba Medinipur District,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Good,Good,Surat,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Mind-blowing purchase,Super so good,Davanagere,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Best in the market!,Very nice tks ft,Gurugram,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Highly recommended,In this range best Bluetooth....,Khagaria,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Nice,Nice battery backup and fast delivery ☺️,Cuttack,4 months ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Best in the market!,Ok,Nanded District,4 months ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Worthless,Not good 🙄🙄,Sobhaganj,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Perfect product!,Worthy Product and appreciation to the brand @aroma,Lucknow,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Excellent,Good product,Noida,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Fair,In this price good product,Khandwa,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Wonderful,Good product,Gurugram,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Value-for-money,Very nice product👌👌👌👍👍,Taoru,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Fair,Good,Dhanbad,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Very Good,Good porduct,Ankleshwar,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Worth the money,Nice,Meerut,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Horrible,Bad product Charging port is damaged,Hyderabad,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Mind-blowing purchase,Super quality from MS,Bengaluru,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Did not meet expectations,Waste of moneyNot working properly,Ahmadabad District,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Excellent,Super nice,Patna,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Terrific,Very nice 👌 Gud tqs Flipkart tqs sooo much love you,Ongole,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Just wow!,Nice product 😊 thanks Flipkart ♥️,Puri,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Nice product,"Very nice product sound, battery backup, desing, colour all good thanku Flipkart",Kanniyakumari District,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Best in the market!,Good product..!!,Pune,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Does the job,"This product is not best value of money, this is avarage.",Rajpur Sonarpur,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Great product,Nice 👍,Bengaluru,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Not recommended at all,Not worth.design is the worst.magnet didn't work.,Chengalpattu District,4 months ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Classy product,Good and low cost .,Bengaluru,4 months ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Terrible product,Not value for money,New Delhi,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Simply awesome,Wow nice good hai best quality,Bhinga,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Delightful,Good product,Dumka District,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Awesome,Ok,Ranchi,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Worth every penny,Wow,Ranchi,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Awesome,Very nice,Rampurhat,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Best in the market!,Good,Thiruvananthapuram,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Worst experience ever!,Bakbash bluetooth,Gurgaon District,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Value-for-money,Very nice products,Robertsganj,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Best in the market!,Good quality and superb i love it this product,Bengaluru,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Delightful,"Good quality, value for money",Barpeta District,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Classy product,Vary vary nice product,Jhargam District,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Mind-blowing purchase,Good,New Delhi,1 month ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Just okay,Nice,Ludhiana,1 month ago,0,0
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Just wow!,Awesome product I'm happy to deel this product battery life is too good 48 hours nonstop running and music quality very nice 😍😍🥰🥰🥰🥰,Bharatpur,"Jul, 2021",2479,570
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Wonderful,Bought this and I loved the product....because at this price I good such a good sound and bass....metallic earbuds are also very good.....I am very happy ....,Mumbai,"Jul, 2021",1168,271
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Awesome,"product is good  but   its not water proof  , some drop of rain water fall and  get in to it's charging socket and the the socket rusted ,   i've replaced the charging socket at the nearest store  by an Electrician  .   now  it's working perfectly built quality is nit  too good   it's average , performence is awesome , battery backup is too good  ,    i'm using it since 4 months",English Bazar,8 months ago,1165,309
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Wonderful,I bought this bluetooth headset as i am very fond of music....the design of product is very nice as it has metallic earbuds.....i really love the sound and it is very light weight also.......best product!!!,Mumbai,"Jul, 2021",841,236
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Super!,Nice product I'm happy to deel this product battery life is to good 48 hours nonstop running and music quality very good 👍👍 awesome😍😍😍🥰🥰,Kolkata,11 months ago,251,62
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Fabulous!,It's a nice product... All good ...but... By default there is a wind noise but that won't bother when u listen to music ... Also the controls are the best and easy to control,Ranchi,"Jan, 2022",500,141
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Fair,"This is my first forest product and now I am in love with them. Fantastic sound quality and construction is very good. And yes, I'm enjoying music.",Bhilai,"Oct, 2021",294,86
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Brilliant,"I really loved the Aroma Headset. It's very efficient regarding the battery life. Really loooooong life. 10 stars for the battery life. Neckband is good looking. I recieved a good product. No damages, well packed.Pros1. Fantastic Battery Life. Gone for a call about 3 and a half hours continous talking, only 10% charge took for the lengthy call.2. Mic quality is good not excellent. Noice of air was louder than my voice when I placed a call while travelling in bus. Inside home or office the ...",Ernakulam,10 months ago,38,15
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Wonderful,This is the best neckband and best quality and sound  are best .so you purchase this item.Thank you filpkart to giving a better product.,Varanasi,"Dec, 2021",86,26
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Terrific,Wow super exelent super sound super charger 90 min  charge 48  hoursvery nice,Chittoor District,"Sep, 2021",39,9
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Good quality product,Very good quality neckband at this price range. Aroma neckband is good at this price range and the sound quality is also good but the bass was low so the bass was little bit low but no problem overall quality of the product is very nice and neckband design is very nice.,Garshyamnagar,1 month ago,20,6
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Classy product,1) sound quality in this price is very good2) Build quality is also very good worth it3) In this price this is a Amazing product for music lovers.,Khamgaon,2 months ago,51,4
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Good choice,This product is very good for show off. Sound quality is better then other neckband. Very good for looks. 😄,Panchla,10 months ago,52,8
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Perfect product!,Good product. Shiny green colour with better sound quality. Worth buying.,Pune,8 months ago,8,0
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Just wow!,Nice sound and good quality.  Works just fine .till now .battery life is good 👍. Happy to use,Chennai,5 months ago,9,1
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Wonderful,Best Bluetooth headset ...Sound Quilty 99% Best Low prize Best Bluetooth headsetBattery Backup 40Hours++++Best best best bluetooth headsetThnks for  Flipkart ...🥰🥰🥰🥰,Chandauli,5 months ago,11,2
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Brilliant,"I've just got surprised by the classy design and platinum colour which attracts me more to give a brief description about it..Sound quality is amazing,battery backup 40hrs..Got something great in this price..Just loved the product✨",Kolkata,5 months ago,12,3
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Good,"Its good battery backup is upto 40hrs ,And sound quality is descent ,I like its design but it is little small ,It is very comfortable ,But I don't know about its warranty ,It is value for money product .",Gurugram,5 months ago,12,5
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Great product,Nyc product and very good sound multimedia connected and call support Very nice 👌👍 thank u filpkart,Sheikhpura District,10 months ago,2,0
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Perfect product!,It's. Very beautiful and battery 🔋 is good outstanding battery backup bery good I Love it product,Bidar District,4 months ago,5,3
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Mind-blowing purchase,Wow ..nice i m happy ..thanks Flipkart battery pickup is soo good 👍 good sound.. awesome 😎,,5 months ago,2,4
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Terrific,All good no any problem sound call osm let's see battery backup,Kesaria,7 months ago,348,40
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Delightful,Nice product,Nadia District,10 months ago,93,8
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Perfect product!,Very good sound quality & Battery is good,Aizawl,"Sep, 2021",288,43
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Perfect product!,"I just bought this product....since a long time I was thinking of buying a Bluetooth headset.....finally I got One with best price , sound quality, and bass....loved the product......I would recommend to buy this product...",Mumbai,"Jul, 2021",129,16
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Fabulous!,Good nice,Hyderabad,"Dec, 2021",197,28
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Really Nice,Smart sound,Lucknow District,"Oct, 2021",378,70
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Really Nice,Verry good product 👌👌👌,Panaji,"Aug, 2021",144,23
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Decent product,Good,Greater Noida,"Feb, 2022",88,14
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Delightful,Nice product,Sini,"Jan, 2022",55,7
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Must buy!,Very very good,Lucknow,"Sep, 2021",242,50
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Delightful,Super,Krishnagiri District,"Dec, 2021",147,28
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Best in the market!,nice product,Hugli District,10 months ago,92,16
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Great product,awesome product battery backup superaudio quality amazing totally value for money,Bengaluru,"Jan, 2022",75,12
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Excellent,Very Good Condition Battery Backep Super Colour Osm 👌👌 Thank You Flipkart,Mundargi Industrial Area,7 months ago,20,1
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Does the job,Good product,Chanchal,10 months ago,63,10
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Brilliant,Verry well icant imagine getting such a beautiful headphone at this price.,Kandra,"Jul, 2021",246,57
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Excellent,good product,Palghar,"Nov, 2021",81,15
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Perfect product!,It just amazing Bass - excellent Volume - excellentBattery backup- excellent Over all amazingDo buy it,Shimla,"Jul, 2021",35,5
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Excellent,Nice quality. Verry Good Products.,Gudivada Krishna District,"Nov, 2021",30,4
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Terrific,Super,Adoni,7 months ago,21,2
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Wonderful,This Head is awesome product!,Alappuzha District,"Sep, 2021",20,2
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Mind-blowing purchase,"Excellent 👌very nice, good, value for money, today is first day, completed 100% charged, after 5hrs its showing 90%!!!!!👍👏",Bengaluru,"Oct, 2021",24,3
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Best in the market!,suprb sound battry backup supr hd bass ..love this prodoct 😎,Rangareddy District,"Aug, 2021",35,6
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Fabulous!,Battery backup 21-22hr.Sound quality very good.Connectivity lose problem after 3mitre,Gurugram,"Jul, 2021",24,3
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Terrific purchase,Nice product,Mangaluru,"Oct, 2021",46,9
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Highly recommended,So Good,Satna District,"Aug, 2021",45,9
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Terrific purchase,Nice pic 👌,Bangaon,"Jan, 2022",23,3
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Terrific,It's Value for money I'm so Happy 😊,Boranada Special Economic Zone,"Sep, 2021",56,13
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Classy product,Best quality....Nice sounds...Happiness,Kundli Industrial Area,"Dec, 2021",28,5
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Worth every penny,Very nice 👌,Mumbai,"Jul, 2021",55,14
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Fair,Build quality is not up to the mark .unfinished edges gives a cheap look to the product . Also neckband is not so flexible like aroma 119 pro . Overall sound and battery backup is good in this price ranges . But product bulid quality lack behind .,New Delhi,"Jul, 2021",64,17
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Fabulous!,Very good design...light weight and amazing sound quality...worth it ...I am very happy with the product.,Mumbai,"Jul, 2021",19,3
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Brilliant,Batter.------- 5 ⭐🔥        ⬇️Quality -------5 ⭐🔥        ⬇️Design -------5 ⭐🔥        ⬇️Volume------ 5 ⭐🔥        ⬇️  Bass----------5 ⭐🔥,Atmakur,"Feb, 2022",15,2
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Wonderful,Must Quletey,Bengaluru,"Sep, 2021",21,4
ACCG4KZTF6JXYHRW,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Pretty good,Not bad,Boisar,"Dec, 2021",11,1
